number of Bacteria : 
{59810}
---------
number of Eukaryota : 
{36377}
---------
number of Archaea : 
{2207}
---------
shape of dataframe : (98394, 12927)
Epoch [8/10], Validation Loss: 0.0204
Epoch [8/10], Validation Accuracy: 99.5935%
Epoch [9/10], Training Loss: 0.0250
Epoch [9/10], Validation Loss: 0.0194
Epoch [9/10], Validation Accuracy: 99.6239%
Epoch [10/10], Training Loss: 0.0221
Epoch [10/10], Validation Loss: 0.0186
Epoch [10/10], Validation Accuracy: 99.6443%
Got to iteration 20 in 294.5516006946564 seconds
Epoch [1/10], Training Loss: 0.1833
Epoch [1/10], Validation Loss: 0.1061
Epoch [1/10], Validation Accuracy: 97.0525%
Epoch [2/10], Training Loss: 0.0829
Epoch [2/10], Validation Loss: 0.0507
Epoch [2/10], Validation Accuracy: 98.0689%
Epoch [3/10], Training Loss: 0.0584
Epoch [3/10], Validation Loss: 0.0337
Epoch [3/10], Validation Accuracy: 99.1666%
Epoch [4/10], Training Loss: 0.0652
Epoch [4/10], Validation Loss: 0.0280
Epoch [4/10], Validation Accuracy: 99.3394%
Epoch [5/10], Training Loss: 0.0569
Epoch [5/10], Validation Loss: 0.0246
Epoch [5/10], Validation Accuracy: 99.4613%
Epoch [6/10], Training Loss: 0.0597
Epoch [6/10], Validation Loss: 0.0220
Epoch [6/10], Validation Accuracy: 99.5325%
Epoch [7/10], Training Loss: 0.0535
Epoch [7/10], Validation Loss: 0.0207
Epoch [7/10], Validation Accuracy: 99.5833%
Epoch [8/10], Training Loss: 0.0404
Epoch [8/10], Validation Loss: 0.0196
Epoch [8/10], Validation Accuracy: 99.6036%
Epoch [9/10], Training Loss: 0.0187
Epoch [9/10], Validation Loss: 0.0183
Epoch [9/10], Validation Accuracy: 99.6646%
Epoch [10/10], Training Loss: 0.0269
Epoch [10/10], Validation Loss: 0.0173
Epoch [10/10], Validation Accuracy: 99.6748%
Got to iteration 21 in 309.2009394168854 seconds
Epoch [1/10], Training Loss: 0.1593
Epoch [1/10], Validation Loss: 0.1117
Epoch [1/10], Validation Accuracy: 96.7578%
Epoch [2/10], Training Loss: 0.0821
Epoch [2/10], Validation Loss: 0.0558
Epoch [2/10], Validation Accuracy: 98.0384%
Epoch [3/10], Training Loss: 0.0645
Epoch [3/10], Validation Loss: 0.0380
Epoch [3/10], Validation Accuracy: 99.1361%
Epoch [4/10], Training Loss: 0.0800
Epoch [4/10], Validation Loss: 0.0318
Epoch [4/10], Validation Accuracy: 99.2479%
Epoch [5/10], Training Loss: 0.0312
Epoch [5/10], Validation Loss: 0.0282
Epoch [5/10], Validation Accuracy: 99.3699%
Epoch [6/10], Training Loss: 0.0450
Epoch [6/10], Validation Loss: 0.0262
Epoch [6/10], Validation Accuracy: 99.4105%
Epoch [7/10], Training Loss: 0.0233
Epoch [7/10], Validation Loss: 0.0244
Epoch [7/10], Validation Accuracy: 99.5223%
Epoch [8/10], Training Loss: 0.0222
Epoch [8/10], Validation Loss: 0.0232
Epoch [8/10], Validation Accuracy: 99.6036%
Epoch [9/10], Training Loss: 0.0213
Epoch [9/10], Validation Loss: 0.0225
Epoch [9/10], Validation Accuracy: 99.6138%
Epoch [10/10], Training Loss: 0.0192
Epoch [10/10], Validation Loss: 0.0212
Epoch [10/10], Validation Accuracy: 99.6544%
Got to iteration 22 in 323.7269241809845 seconds
Epoch [1/10], Training Loss: 0.1221
Epoch [1/10], Validation Loss: 0.1260
Epoch [1/10], Validation Accuracy: 96.4935%
Epoch [2/10], Training Loss: 0.1012
Epoch [2/10], Validation Loss: 0.0726
Epoch [2/10], Validation Accuracy: 97.2660%
Epoch [3/10], Training Loss: 0.0476
Epoch [3/10], Validation Loss: 0.0502
Epoch [3/10], Validation Accuracy: 98.6889%
Epoch [4/10], Training Loss: 0.0415
Epoch [4/10], Validation Loss: 0.0410
Epoch [4/10], Validation Accuracy: 98.9735%
Epoch [5/10], Training Loss: 0.0472
Epoch [5/10], Validation Loss: 0.0371
Epoch [5/10], Validation Accuracy: 99.0446%
Epoch [6/10], Training Loss: 0.0601
Epoch [6/10], Validation Loss: 0.0332
Epoch [6/10], Validation Accuracy: 99.2377%
Epoch [7/10], Training Loss: 0.0300
Epoch [7/10], Validation Loss: 0.0309
Epoch [7/10], Validation Accuracy: 99.3089%
Epoch [8/10], Training Loss: 0.0444
Epoch [8/10], Validation Loss: 0.0290
Epoch [8/10], Validation Accuracy: 99.4308%
Epoch [9/10], Training Loss: 0.0366
Epoch [9/10], Validation Loss: 0.0278
Epoch [9/10], Validation Accuracy: 99.4410%
Epoch [10/10], Training Loss: 0.0156
Epoch [10/10], Validation Loss: 0.0267
Epoch [10/10], Validation Accuracy: 99.4613%
Got to iteration 23 in 338.22649359703064 seconds
Epoch [1/10], Training Loss: 0.1701
Epoch [1/10], Validation Loss: 0.1094
Epoch [1/10], Validation Accuracy: 96.8289%
Epoch [2/10], Training Loss: 0.0628
Epoch [2/10], Validation Loss: 0.0545
Epoch [2/10], Validation Accuracy: 97.8148%
Epoch [3/10], Training Loss: 0.0702
Epoch [3/10], Validation Loss: 0.0335
Epoch [3/10], Validation Accuracy: 99.2276%
Epoch [4/10], Training Loss: 0.0612
Epoch [4/10], Validation Loss: 0.0264
Epoch [4/10], Validation Accuracy: 99.2784%
Epoch [5/10], Training Loss: 0.0450
Epoch [5/10], Validation Loss: 0.0227
Epoch [5/10], Validation Accuracy: 99.4918%
Epoch [6/10], Training Loss: 0.0543
Epoch [6/10], Validation Loss: 0.0205
Epoch [6/10], Validation Accuracy: 99.5630%
Epoch [7/10], Training Loss: 0.0217
Epoch [7/10], Validation Loss: 0.0186
Epoch [7/10], Validation Accuracy: 99.6138%
Epoch [8/10], Training Loss: 0.0276
Epoch [8/10], Validation Loss: 0.0176
Epoch [8/10], Validation Accuracy: 99.6849%
Epoch [9/10], Training Loss: 0.0276
Epoch [9/10], Validation Loss: 0.0166
Epoch [9/10], Validation Accuracy: 99.7256%
Epoch [10/10], Training Loss: 0.0323
Epoch [10/10], Validation Loss: 0.0156
Epoch [10/10], Validation Accuracy: 99.7459%
Got to iteration 24 in 352.8108491897583 seconds
Epoch [1/10], Training Loss: 0.1286
Epoch [1/10], Validation Loss: 0.1265
Epoch [1/10], Validation Accuracy: 96.3004%
Epoch [2/10], Training Loss: 0.0739
Epoch [2/10], Validation Loss: 0.0640
Epoch [2/10], Validation Accuracy: 97.3778%
Epoch [3/10], Training Loss: 0.0735
Epoch [3/10], Validation Loss: 0.0432
Epoch [3/10], Validation Accuracy: 98.8922%
Epoch [4/10], Training Loss: 0.0389
Epoch [4/10], Validation Loss: 0.0358
Epoch [4/10], Validation Accuracy: 98.9938%
Epoch [5/10], Training Loss: 0.0165
Epoch [5/10], Validation Loss: 0.0318
Epoch [5/10], Validation Accuracy: 99.2581%
Epoch [6/10], Training Loss: 0.0442
Epoch [6/10], Validation Loss: 0.0286
Epoch [6/10], Validation Accuracy: 99.3699%
Epoch [7/10], Training Loss: 0.0437
Epoch [7/10], Validation Loss: 0.0273
Epoch [7/10], Validation Accuracy: 99.4308%
Epoch [8/10], Training Loss: 0.0187
Epoch [8/10], Validation Loss: 0.0259
Epoch [8/10], Validation Accuracy: 99.4817%
Epoch [9/10], Training Loss: 0.0237
Epoch [9/10], Validation Loss: 0.0246
Epoch [9/10], Validation Accuracy: 99.5325%
Epoch [10/10], Training Loss: 0.0323
Epoch [10/10], Validation Loss: 0.0238
Epoch [10/10], Validation Accuracy: 99.5630%
Got to iteration 25 in 367.3724982738495 seconds
Epoch [1/10], Training Loss: 0.1516
Epoch [1/10], Validation Loss: 0.1191
Epoch [1/10], Validation Accuracy: 96.3513%
Epoch [2/10], Training Loss: 0.0771
Epoch [2/10], Validation Loss: 0.0564
Epoch [2/10], Validation Accuracy: 98.1807%
Epoch [3/10], Training Loss: 0.0912
Epoch [3/10], Validation Loss: 0.0389
Epoch [3/10], Validation Accuracy: 98.8210%
Epoch [4/10], Training Loss: 0.0337
Epoch [4/10], Validation Loss: 0.0330
Epoch [4/10], Validation Accuracy: 98.9938%
Epoch [5/10], Training Loss: 0.0248
Epoch [5/10], Validation Loss: 0.0281
Epoch [5/10], Validation Accuracy: 99.2072%
Epoch [6/10], Training Loss: 0.0459
Epoch [6/10], Validation Loss: 0.0252
Epoch [6/10], Validation Accuracy: 99.4105%
Epoch [7/10], Training Loss: 0.0246
Epoch [7/10], Validation Loss: 0.0229
Epoch [7/10], Validation Accuracy: 99.5020%
Epoch [8/10], Training Loss: 0.0138
Epoch [8/10], Validation Loss: 0.0214
Epoch [8/10], Validation Accuracy: 99.5528%
Epoch [9/10], Training Loss: 0.0363
Epoch [9/10], Validation Loss: 0.0208
Epoch [9/10], Validation Accuracy: 99.5833%
Epoch [10/10], Training Loss: 0.0588
Epoch [10/10], Validation Loss: 0.0200
Epoch [10/10], Validation Accuracy: 99.5833%
Got to iteration 26 in 382.01293087005615 seconds
Epoch [1/10], Training Loss: 0.1350
Epoch [1/10], Validation Loss: 0.1216
Epoch [1/10], Validation Accuracy: 96.3106%
Epoch [2/10], Training Loss: 0.0801
Epoch [2/10], Validation Loss: 0.0613
Epoch [2/10], Validation Accuracy: 97.2152%
Epoch [3/10], Training Loss: 0.0734
Epoch [3/10], Validation Loss: 0.0397
Epoch [3/10], Validation Accuracy: 98.8109%
Epoch [4/10], Training Loss: 0.0577
Epoch [4/10], Validation Loss: 0.0310
Epoch [4/10], Validation Accuracy: 99.2479%
Epoch [5/10], Training Loss: 0.0497
Epoch [5/10], Validation Loss: 0.0265
Epoch [5/10], Validation Accuracy: 99.3394%
Epoch [6/10], Training Loss: 0.0278
Epoch [6/10], Validation Loss: 0.0240
Epoch [6/10], Validation Accuracy: 99.4817%
Epoch [7/10], Training Loss: 0.0154
Epoch [7/10], Validation Loss: 0.0227
Epoch [7/10], Validation Accuracy: 99.5528%
Epoch [8/10], Training Loss: 0.0165
Epoch [8/10], Validation Loss: 0.0213
Epoch [8/10], Validation Accuracy: 99.6239%
Epoch [9/10], Training Loss: 0.0281
Epoch [9/10], Validation Loss: 0.0200
Epoch [9/10], Validation Accuracy: 99.6341%
Epoch [10/10], Training Loss: 0.0078
Epoch [10/10], Validation Loss: 0.0194
Epoch [10/10], Validation Accuracy: 99.6544%
Got to iteration 27 in 396.50068044662476 seconds
Epoch [1/10], Training Loss: 0.1761
Epoch [1/10], Validation Loss: 0.1157
Epoch [1/10], Validation Accuracy: 96.6460%
Epoch [2/10], Training Loss: 0.1154
Epoch [2/10], Validation Loss: 0.0646
Epoch [2/10], Validation Accuracy: 97.5912%
Epoch [3/10], Training Loss: 0.0419
Epoch [3/10], Validation Loss: 0.0443
Epoch [3/10], Validation Accuracy: 98.8413%
Epoch [4/10], Training Loss: 0.0604
Epoch [4/10], Validation Loss: 0.0380
Epoch [4/10], Validation Accuracy: 98.9531%
Epoch [5/10], Training Loss: 0.0312
Epoch [5/10], Validation Loss: 0.0344
Epoch [5/10], Validation Accuracy: 99.1564%
Epoch [6/10], Training Loss: 0.0190
Epoch [6/10], Validation Loss: 0.0315
Epoch [6/10], Validation Accuracy: 99.2682%
Epoch [7/10], Training Loss: 0.0263
Epoch [7/10], Validation Loss: 0.0293
Epoch [7/10], Validation Accuracy: 99.4105%
Epoch [8/10], Training Loss: 0.0165
Epoch [8/10], Validation Loss: 0.0280
Epoch [8/10], Validation Accuracy: 99.4512%
Epoch [9/10], Training Loss: 0.0364
Epoch [9/10], Validation Loss: 0.0269
Epoch [9/10], Validation Accuracy: 99.4512%
Epoch [10/10], Training Loss: 0.0291
Epoch [10/10], Validation Loss: 0.0258
Epoch [10/10], Validation Accuracy: 99.5121%
Got to iteration 28 in 411.12227869033813 seconds
Epoch [1/10], Training Loss: 0.1839
Epoch [1/10], Validation Loss: 0.1346
Epoch [1/10], Validation Accuracy: 95.8532%
Epoch [2/10], Training Loss: 0.1240
Epoch [2/10], Validation Loss: 0.0707
Epoch [2/10], Validation Accuracy: 97.3676%
Epoch [3/10], Training Loss: 0.0602
Epoch [3/10], Validation Loss: 0.0503
Epoch [3/10], Validation Accuracy: 98.0587%
Epoch [4/10], Training Loss: 0.0400
Epoch [4/10], Validation Loss: 0.0402
Epoch [4/10], Validation Accuracy: 98.9227%
Epoch [5/10], Training Loss: 0.0374
Epoch [5/10], Validation Loss: 0.0340
Epoch [5/10], Validation Accuracy: 99.1767%
Epoch [6/10], Training Loss: 0.0330
Epoch [6/10], Validation Loss: 0.0304
Epoch [6/10], Validation Accuracy: 99.2479%
Epoch [7/10], Training Loss: 0.0285
Epoch [7/10], Validation Loss: 0.0280
Epoch [7/10], Validation Accuracy: 99.2987%
Epoch [8/10], Training Loss: 0.0250
Epoch [8/10], Validation Loss: 0.0262
Epoch [8/10], Validation Accuracy: 99.3699%
Epoch [9/10], Training Loss: 0.0342
Epoch [9/10], Validation Loss: 0.0237
Epoch [9/10], Validation Accuracy: 99.5020%
Epoch [10/10], Training Loss: 0.0227
Epoch [10/10], Validation Loss: 0.0229
Epoch [10/10], Validation Accuracy: 99.5020%
Got to iteration 29 in 425.737610578537 seconds
Epoch [1/10], Training Loss: 0.1982
Epoch [1/10], Validation Loss: 0.1315
Epoch [1/10], Validation Accuracy: 96.2801%
Epoch [2/10], Training Loss: 0.0831
Epoch [2/10], Validation Loss: 0.0677
Epoch [2/10], Validation Accuracy: 97.2558%
Epoch [3/10], Training Loss: 0.0558
Epoch [3/10], Validation Loss: 0.0435
Epoch [3/10], Validation Accuracy: 98.5669%
Epoch [4/10], Training Loss: 0.0557
Epoch [4/10], Validation Loss: 0.0332
Epoch [4/10], Validation Accuracy: 99.1158%
Epoch [5/10], Training Loss: 0.0447
Epoch [5/10], Validation Loss: 0.0280
Epoch [5/10], Validation Accuracy: 99.2377%
Epoch [6/10], Training Loss: 0.0395
Epoch [6/10], Validation Loss: 0.0245
Epoch [6/10], Validation Accuracy: 99.3902%
Epoch [7/10], Training Loss: 0.0171
Epoch [7/10], Validation Loss: 0.0226
Epoch [7/10], Validation Accuracy: 99.4613%
Epoch [8/10], Training Loss: 0.0247
Epoch [8/10], Validation Loss: 0.0203
Epoch [8/10], Validation Accuracy: 99.5223%
Epoch [9/10], Training Loss: 0.0353
Epoch [9/10], Validation Loss: 0.0191
Epoch [9/10], Validation Accuracy: 99.5731%
Epoch [10/10], Training Loss: 0.0290
Epoch [10/10], Validation Loss: 0.0178
Epoch [10/10], Validation Accuracy: 99.6138%
Got to iteration 30 in 440.2853980064392 seconds
Job finished
number of Pseudomonadota : 
{23889}
---------
number of Terrabacteriagroup : 
{19458}
---------
number of FCBgroup : 
{5211}
---------
number of Bacteriaincertaesedis : 
{2557}
---------
number of PVCgroup : 
{2126}
---------
number of Campylobacterota : 
{1082}
---------
shape of dataframe : (54323, 11450)
Epoch [1/10], Training Loss: 0.1706
Epoch [1/10], Validation Loss: 0.0679
Epoch [1/10], Validation Accuracy: 98.6009%
Epoch [2/10], Training Loss: 0.1362
Epoch [2/10], Validation Loss: 0.0697
Epoch [2/10], Validation Accuracy: 98.7850%
Epoch [3/10], Training Loss: 0.0133
Epoch [3/10], Validation Loss: 0.0746
Epoch [3/10], Validation Accuracy: 98.7850%
Epoch [4/10], Training Loss: 0.0265
Epoch [4/10], Validation Loss: 0.0689
Epoch [4/10], Validation Accuracy: 98.7850%
Epoch [5/10], Training Loss: 0.1128
Epoch [5/10], Validation Loss: 0.0734
Epoch [5/10], Validation Accuracy: 98.8770%
Epoch [6/10], Training Loss: 0.0767
Epoch [6/10], Validation Loss: 0.0789
Epoch [6/10], Validation Accuracy: 98.7113%
Epoch [7/10], Training Loss: 0.0214
Epoch [7/10], Validation Loss: 0.0738
Epoch [7/10], Validation Accuracy: 98.6929%
Epoch [8/10], Training Loss: 0.0947
Epoch [8/10], Validation Loss: 0.0751
Epoch [8/10], Validation Accuracy: 98.7113%
Epoch [9/10], Training Loss: 0.0237
Epoch [9/10], Validation Loss: 0.0693
Epoch [9/10], Validation Accuracy: 98.9691%
Epoch [10/10], Training Loss: 0.0078
Epoch [10/10], Validation Loss: 0.0745
Epoch [10/10], Validation Accuracy: 98.9138%
Got to iteration 1 in 33.02644872665405 seconds
Epoch [1/10], Training Loss: 0.0454
Epoch [1/10], Validation Loss: 0.0645
Epoch [1/10], Validation Accuracy: 98.8034%
Epoch [2/10], Training Loss: 0.0651
Epoch [2/10], Validation Loss: 0.0577
Epoch [2/10], Validation Accuracy: 98.8586%
Epoch [3/10], Training Loss: 0.2221
Epoch [3/10], Validation Loss: 0.0573
Epoch [3/10], Validation Accuracy: 98.8770%
Epoch [4/10], Training Loss: 0.0179
Epoch [4/10], Validation Loss: 0.0570
Epoch [4/10], Validation Accuracy: 99.0243%
Epoch [5/10], Training Loss: 0.0064
Epoch [5/10], Validation Loss: 0.0553
Epoch [5/10], Validation Accuracy: 98.9323%
Epoch [6/10], Training Loss: 0.0794
Epoch [6/10], Validation Loss: 0.0538
Epoch [6/10], Validation Accuracy: 99.0243%
Epoch [7/10], Training Loss: 0.0181
Epoch [7/10], Validation Loss: 0.0503
Epoch [7/10], Validation Accuracy: 98.9875%
Epoch [8/10], Training Loss: 0.0176
Epoch [8/10], Validation Loss: 0.0631
Epoch [8/10], Validation Accuracy: 98.9323%
Epoch [9/10], Training Loss: 0.0052
Epoch [9/10], Validation Loss: 0.0514
Epoch [9/10], Validation Accuracy: 99.0243%
Epoch [10/10], Training Loss: 0.1111
Epoch [10/10], Validation Loss: 0.0550
Epoch [10/10], Validation Accuracy: 99.0795%
Got to iteration 2 in 55.843456983566284 seconds
Epoch [1/10], Training Loss: 0.0935
Epoch [1/10], Validation Loss: 0.0531
Epoch [1/10], Validation Accuracy: 98.6193%
Epoch [2/10], Training Loss: 0.0773
Epoch [2/10], Validation Loss: 0.0448
Epoch [2/10], Validation Accuracy: 98.9507%
Epoch [3/10], Training Loss: 0.0090
Epoch [3/10], Validation Loss: 0.0423
Epoch [3/10], Validation Accuracy: 99.0243%
Epoch [4/10], Training Loss: 0.0637
Epoch [4/10], Validation Loss: 0.0387
Epoch [4/10], Validation Accuracy: 99.1716%
Epoch [5/10], Training Loss: 0.3892
Epoch [5/10], Validation Loss: 0.0362
Epoch [5/10], Validation Accuracy: 99.2636%
Epoch [6/10], Training Loss: 0.0080
Epoch [6/10], Validation Loss: 0.0337
Epoch [6/10], Validation Accuracy: 99.2452%
Epoch [7/10], Training Loss: 0.0053
Epoch [7/10], Validation Loss: 0.0403
Epoch [7/10], Validation Accuracy: 99.1348%
Epoch [8/10], Training Loss: 0.0120
Epoch [8/10], Validation Loss: 0.0369
Epoch [8/10], Validation Accuracy: 99.1348%
Epoch [9/10], Training Loss: 0.0117
Epoch [9/10], Validation Loss: 0.0368
Epoch [9/10], Validation Accuracy: 99.2452%
Epoch [10/10], Training Loss: 0.1145
Epoch [10/10], Validation Loss: 0.0354
Epoch [10/10], Validation Accuracy: 99.2268%
Got to iteration 3 in 78.8470950126648 seconds
Epoch [1/10], Training Loss: 0.2274
Epoch [1/10], Validation Loss: 0.0582
Epoch [1/10], Validation Accuracy: 98.8402%
Epoch [2/10], Training Loss: 0.0157
Epoch [2/10], Validation Loss: 0.0513
Epoch [2/10], Validation Accuracy: 99.0611%
Epoch [3/10], Training Loss: 0.0440
Epoch [3/10], Validation Loss: 0.0527
Epoch [3/10], Validation Accuracy: 99.1716%
Epoch [4/10], Training Loss: 0.0362
Epoch [4/10], Validation Loss: 0.0503
Epoch [4/10], Validation Accuracy: 99.1900%
Epoch [5/10], Training Loss: 0.4210
Epoch [5/10], Validation Loss: 0.0442
Epoch [5/10], Validation Accuracy: 99.2452%
Epoch [6/10], Training Loss: 0.0135
Epoch [6/10], Validation Loss: 0.0424
Epoch [6/10], Validation Accuracy: 99.2636%
Epoch [7/10], Training Loss: 0.0077
Epoch [7/10], Validation Loss: 0.0409
Epoch [7/10], Validation Accuracy: 99.3004%
Epoch [8/10], Training Loss: 0.0180
Epoch [8/10], Validation Loss: 0.0423
Epoch [8/10], Validation Accuracy: 99.3373%
Epoch [9/10], Training Loss: 0.0370
Epoch [9/10], Validation Loss: 0.0378
Epoch [9/10], Validation Accuracy: 99.3189%
Epoch [10/10], Training Loss: 0.0321
Epoch [10/10], Validation Loss: 0.0392
Epoch [10/10], Validation Accuracy: 99.2268%
Got to iteration 4 in 101.78151416778564 seconds
Epoch [1/10], Training Loss: 0.1371
Epoch [1/10], Validation Loss: 0.0493
Epoch [1/10], Validation Accuracy: 98.9691%
Epoch [2/10], Training Loss: 0.0433
Epoch [2/10], Validation Loss: 0.0425
Epoch [2/10], Validation Accuracy: 99.1532%
Epoch [3/10], Training Loss: 0.0618
Epoch [3/10], Validation Loss: 0.0388
Epoch [3/10], Validation Accuracy: 99.0979%
Epoch [4/10], Training Loss: 0.0146
Epoch [4/10], Validation Loss: 0.0412
Epoch [4/10], Validation Accuracy: 99.0611%
Epoch [5/10], Training Loss: 0.1921
Epoch [5/10], Validation Loss: 0.0521
Epoch [5/10], Validation Accuracy: 99.0427%
Epoch [6/10], Training Loss: 0.0120
Epoch [6/10], Validation Loss: 0.0372
Epoch [6/10], Validation Accuracy: 99.2084%
Epoch [7/10], Training Loss: 0.0234
Epoch [7/10], Validation Loss: 0.0362
Epoch [7/10], Validation Accuracy: 99.2084%
Epoch [8/10], Training Loss: 0.0069
Epoch [8/10], Validation Loss: 0.0449
Epoch [8/10], Validation Accuracy: 99.0611%
Epoch [9/10], Training Loss: 0.1332
Epoch [9/10], Validation Loss: 0.0415
Epoch [9/10], Validation Accuracy: 99.0243%
Epoch [10/10], Training Loss: 0.1624
Epoch [10/10], Validation Loss: 0.0426
Epoch [10/10], Validation Accuracy: 99.1348%
Got to iteration 5 in 124.68663597106934 seconds
Epoch [1/10], Training Loss: 0.0521
Epoch [1/10], Validation Loss: 0.0500
Epoch [1/10], Validation Accuracy: 99.0979%
Epoch [2/10], Training Loss: 0.0414
Epoch [2/10], Validation Loss: 0.0428
Epoch [2/10], Validation Accuracy: 99.1348%
Epoch [3/10], Training Loss: 0.0474
Epoch [3/10], Validation Loss: 0.0420
Epoch [3/10], Validation Accuracy: 99.1716%
Epoch [4/10], Training Loss: 0.0439
Epoch [4/10], Validation Loss: 0.0438
Epoch [4/10], Validation Accuracy: 99.0979%
Epoch [5/10], Training Loss: 0.2082
Epoch [5/10], Validation Loss: 0.0440
Epoch [5/10], Validation Accuracy: 99.1348%
Epoch [6/10], Training Loss: 0.0304
Epoch [6/10], Validation Loss: 0.0410
Epoch [6/10], Validation Accuracy: 99.2820%
Epoch [7/10], Training Loss: 0.0441
Epoch [7/10], Validation Loss: 0.0423
Epoch [7/10], Validation Accuracy: 99.0979%
Epoch [8/10], Training Loss: 0.1990
Epoch [8/10], Validation Loss: 0.0458
Epoch [8/10], Validation Accuracy: 99.2268%
Epoch [9/10], Training Loss: 0.0112
Epoch [9/10], Validation Loss: 0.0433
Epoch [9/10], Validation Accuracy: 99.1900%
Epoch [10/10], Training Loss: 0.0054
Epoch [10/10], Validation Loss: 0.0425
Epoch [10/10], Validation Accuracy: 99.2084%
Got to iteration 6 in 147.45722699165344 seconds
Epoch [1/10], Training Loss: 0.0193
Epoch [1/10], Validation Loss: 0.0464
Epoch [1/10], Validation Accuracy: 99.1163%
Epoch [2/10], Training Loss: 0.0391
Epoch [2/10], Validation Loss: 0.0437
Epoch [2/10], Validation Accuracy: 99.1163%
Epoch [3/10], Training Loss: 0.0220
Epoch [3/10], Validation Loss: 0.0419
Epoch [3/10], Validation Accuracy: 99.2452%
Epoch [4/10], Training Loss: 0.0503
Epoch [4/10], Validation Loss: 0.0440
Epoch [4/10], Validation Accuracy: 99.1900%
Epoch [5/10], Training Loss: 0.2491
Epoch [5/10], Validation Loss: 0.0456
Epoch [5/10], Validation Accuracy: 99.2084%
Epoch [6/10], Training Loss: 0.0667
Epoch [6/10], Validation Loss: 0.0462
Epoch [6/10], Validation Accuracy: 99.0979%
Epoch [7/10], Training Loss: 0.0178
Epoch [7/10], Validation Loss: 0.0421
Epoch [7/10], Validation Accuracy: 99.3189%
Epoch [8/10], Training Loss: 0.0227
Epoch [8/10], Validation Loss: 0.0406
Epoch [8/10], Validation Accuracy: 99.3557%
Epoch [9/10], Training Loss: 0.0128
Epoch [9/10], Validation Loss: 0.0449
Epoch [9/10], Validation Accuracy: 99.2084%
Epoch [10/10], Training Loss: 0.0933
Epoch [10/10], Validation Loss: 0.0463
Epoch [10/10], Validation Accuracy: 99.3373%
Got to iteration 7 in 170.2156536579132 seconds
Epoch [1/10], Training Loss: 0.0485
Epoch [1/10], Validation Loss: 0.0495
Epoch [1/10], Validation Accuracy: 98.8770%
Epoch [2/10], Training Loss: 0.0729
Epoch [2/10], Validation Loss: 0.0484
Epoch [2/10], Validation Accuracy: 99.0427%
Epoch [3/10], Training Loss: 0.0443
Epoch [3/10], Validation Loss: 0.0466
Epoch [3/10], Validation Accuracy: 99.0243%
Epoch [4/10], Training Loss: 0.1024
Epoch [4/10], Validation Loss: 0.0409
Epoch [4/10], Validation Accuracy: 99.2084%
Epoch [5/10], Training Loss: 0.1974
Epoch [5/10], Validation Loss: 0.0448
Epoch [5/10], Validation Accuracy: 99.0795%
Epoch [6/10], Training Loss: 0.0436
Epoch [6/10], Validation Loss: 0.0473
Epoch [6/10], Validation Accuracy: 99.0795%
Epoch [7/10], Training Loss: 0.0990
Epoch [7/10], Validation Loss: 0.0374
Epoch [7/10], Validation Accuracy: 99.3189%
Epoch [8/10], Training Loss: 0.1391
Epoch [8/10], Validation Loss: 0.0399
Epoch [8/10], Validation Accuracy: 99.2636%
Epoch [9/10], Training Loss: 0.0314
Epoch [9/10], Validation Loss: 0.0366
Epoch [9/10], Validation Accuracy: 99.3004%
Epoch [10/10], Training Loss: 0.0723
Epoch [10/10], Validation Loss: 0.0403
Epoch [10/10], Validation Accuracy: 99.2452%
Got to iteration 8 in 193.0555510520935 seconds
Epoch [1/10], Training Loss: 0.0430
Epoch [1/10], Validation Loss: 0.0648
Epoch [1/10], Validation Accuracy: 98.7666%
Epoch [2/10], Training Loss: 0.0687
Epoch [2/10], Validation Loss: 0.0642
Epoch [2/10], Validation Accuracy: 98.7297%
Epoch [3/10], Training Loss: 0.1431
Epoch [3/10], Validation Loss: 0.0510
Epoch [3/10], Validation Accuracy: 98.9507%
Epoch [4/10], Training Loss: 0.2031
Epoch [4/10], Validation Loss: 0.0506
Epoch [4/10], Validation Accuracy: 99.0979%
Epoch [5/10], Training Loss: 0.0092
Epoch [5/10], Validation Loss: 0.0533
Epoch [5/10], Validation Accuracy: 99.0795%
Epoch [6/10], Training Loss: 0.0422
Epoch [6/10], Validation Loss: 0.0506
Epoch [6/10], Validation Accuracy: 99.0979%
Epoch [7/10], Training Loss: 0.0053
Epoch [7/10], Validation Loss: 0.0491
Epoch [7/10], Validation Accuracy: 99.1900%
Epoch [8/10], Training Loss: 0.1106
Epoch [8/10], Validation Loss: 0.0720
Epoch [8/10], Validation Accuracy: 98.6193%
Epoch [9/10], Training Loss: 0.0382
Epoch [9/10], Validation Loss: 0.0492
Epoch [9/10], Validation Accuracy: 99.1348%
Epoch [10/10], Training Loss: 0.0283
Epoch [10/10], Validation Loss: 0.0527
Epoch [10/10], Validation Accuracy: 99.1716%
Got to iteration 9 in 215.8857786655426 seconds
Epoch [1/10], Training Loss: 0.0394
Epoch [1/10], Validation Loss: 0.0612
Epoch [1/10], Validation Accuracy: 98.8402%
Epoch [2/10], Training Loss: 0.0191
Epoch [2/10], Validation Loss: 0.0523
Epoch [2/10], Validation Accuracy: 99.0059%
Epoch [3/10], Training Loss: 0.0138
Epoch [3/10], Validation Loss: 0.0592
Epoch [3/10], Validation Accuracy: 98.8218%
